Index,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,minimum oxidation state,maximum oxidation state,range oxidation state,std_dev oxidation state,avg anion electron affinity,compound possible,max ionic char,avg ionic char,density,vpa,packing fraction,spacegroup_num,crystal_system_int,is_centrosymmetric,ewald_energy,sine coulomb matrix eig 0,sine coulomb matrix eig 1,sine coulomb matrix eig 2,sine coulomb matrix eig 3,sine coulomb matrix eig 4,sine coulomb matrix eig 5,sine coulomb matrix eig 6,sine coulomb matrix eig 7,sine coulomb matrix eig 8,sine coulomb matrix eig 9,sine coulomb matrix eig 10,sine coulomb matrix eig 11,sine coulomb matrix eig 12,sine coulomb matrix eig 13,sine coulomb matrix eig 14,sine coulomb matrix eig 15,sine coulomb matrix eig 16,sine coulomb matrix eig 17,sine coulomb matrix eig 18,sine coulomb matrix eig 19,structural complexity per atom,structural complexity per cell,crystal_system_monoclinic,crystal_system_triclinic,target_label,Compound name
Comp_78,8.0,60.0,52.0,21.1,15.719999999999999,8.0,19.0,87.0,68.0,73.4,17.639999999999997,87.0,15.9994,144.242,128.24259999999998,47.2579845,37.510301399999996,15.9994,54.8,1728.0,1673.2,537.488,585.7072000000001,54.8,3.0,16.0,13.0,13.0,3.8,16.0,2.0,6.0,4.0,3.1,1.3199999999999998,2.0,66.0,201.0,135.0,99.9,40.68,66.0,1.14,3.44,2.3,2.7199999999999998,0.8640000000000001,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.6,1.6799999999999997,4.0,0.0,10.0,10.0,2.3,3.2199999999999998,0.0,0.0,4.0,4.0,0.4,0.7200000000000001,0.0,6.0,14.0,8.0,7.3,1.8799999999999997,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.6,0.9599999999999997,2.0,0.0,5.0,5.0,0.7,1.1199999999999999,0.0,0.0,10.0,10.0,1.0,1.8,0.0,2.0,10.0,8.0,3.3,1.8200000000000003,2.0,9.105,34.81,25.705000000000002,14.35325862069,7.877696551724,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.0595704820689655,0.1071648435862069,0.0,12.0,225.0,213.0,84.9,87.47999999999999,12.0,-2.0,4.0,6.0,3.214550253664318,-282000.0,1,0.7335317021864758,0.13540105293074836,7.1845364201044095,10.922587747127997,0.6090187415832566,4,6,0,-677.3136366648557,9574.156878606223,9007.532886308194,6134.437473145109,5801.227965897801,1530.8649700357957,1448.7070980998753,1135.247046357437,1103.1162310631823,107.85449150014242,61.77890441311314,73.7171523112888,71.0258382838159,70.30373157074732,70.4942871920557,65.06629648680612,68.34446066830341,67.27257618181544,66.9812595260346,66.45114373806187,66.53018809346686,3.321928094887362,66.43856189774725,1,0,0,NdSnMnNiO6
Comp_79,8.0,82.0,74.0,24.9,20.28,8.0,31.0,87.0,56.0,74.7,16.02,87.0,15.9994,207.2,191.20059999999998,57.932784500000004,50.91900929999999,15.9994,54.8,1728.0,1673.2,586.1410000000001,637.6092000000001,54.8,3.0,16.0,13.0,13.0,3.8,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,192.0,126.0,99.7,40.44,66.0,1.22,3.44,2.2199999999999998,2.7649999999999997,0.8100000000000002,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.6,1.6799999999999997,4.0,0.0,10.0,10.0,2.3,3.2199999999999998,0.0,0.0,14.0,14.0,2.4,3.839999999999999,0.0,6.0,28.0,22.0,9.3,4.42,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.6,0.9599999999999997,2.0,0.0,5.0,5.0,0.7,1.1199999999999999,0.0,0.0,4.0,4.0,0.4,0.7200000000000001,0.0,2.0,5.0,3.0,2.7,0.9800000000000001,2.0,9.105,31.24,22.134999999999998,13.478758620689998,6.478496551723998,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.0595704820689655,0.1071648435862069,0.0,12.0,225.0,213.0,93.3,97.55999999999999,12.0,-2.0,5.0,7.0,3.3166247903554,-282000.0,1,0.7083205926780534,0.12662461623788743,8.81108006587593,10.91803174865436,0.6787581389352828,4,6,0,-749.1981230421177,20135.183014566763,19126.443791651454,11908.393797139644,11331.642386958618,1536.8422957417995,1448.6734269797828,1136.7715244593653,1103.1147282593674,108.95561643354905,61.52108223192016,73.99301295355465,70.9019082544639,70.05668009093881,70.25219560751499,65.14667442726191,68.49130384002615,66.42626903857429,66.59709654758444,67.15494056924678,67.32562568582688,3.321928094887362,66.43856189774725,1,0,0,PbDyMnNiO6
Comp_80,8.0,82.0,74.0,24.5,19.8,8.0,23.0,87.0,64.0,73.9,17.139999999999997,87.0,15.9994,207.2,191.20059999999998,56.71878449999999,49.219409299999995,15.9994,54.8,1728.0,1673.2,552.1410000000001,596.8092,54.8,3.0,16.0,13.0,13.0,3.8,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,198.0,132.0,100.3,41.160000000000004,66.0,1.17,3.44,2.27,2.7600000000000002,0.8160000000000001,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.6,1.6799999999999997,4.0,0.0,10.0,10.0,2.3,3.2199999999999998,0.0,0.0,14.0,14.0,2.0,3.2,0.0,6.0,28.0,22.0,8.9,4.040000000000001,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.6,0.9599999999999997,2.0,0.0,5.0,5.0,0.7,1.1199999999999999,0.0,0.0,8.0,8.0,0.8,1.4400000000000002,0.0,2.0,8.0,6.0,3.1,1.5400000000000003,2.0,9.105,33.23,24.124999999999996,13.67775862069,6.796896551723999,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.0595704820689655,0.1071648435862069,0.0,12.0,225.0,213.0,90.5,94.2,12.0,-2.0,5.0,7.0,3.3166247903554,-282000.0,1,0.7242401773760752,0.1280286536753088,8.480391510114918,11.106062421761969,0.7039360793519662,4,6,0,-745.4825669256261,20117.615357372564,19128.704412011164,10264.016564231522,9748.36246926593,1536.19788740357,1448.883919005391,1136.8323754047096,1103.3162407116472,108.80408382493079,61.17901105407891,73.97576869967,70.82855549926272,70.24018338948423,70.31460047783186,65.12209823071822,68.54826855170948,66.31561538845533,67.42530964995903,67.21924103428162,66.86718508512044,3.321928094887362,66.43856189774725,1,0,0,PbSmMnNiO6
Comp_81,8.0,82.0,74.0,25.2,20.68,8.0,37.0,87.0,50.0,75.3,15.180000000000001,87.0,15.9994,207.2,191.20059999999998,58.57620549999999,51.81979869999999,15.9994,54.8,1818.0,1763.2,599.441,653.5692000000001,54.8,3.0,16.0,13.0,13.0,3.8,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,190.0,124.0,99.5,40.2,66.0,1.25,3.44,2.19,2.768,0.8064,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.6,1.6799999999999997,4.0,0.0,10.0,10.0,2.3,3.2199999999999998,0.0,0.0,14.0,14.0,2.7,4.32,0.0,6.0,28.0,22.0,9.6,4.839999999999999,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.6,0.9599999999999997,2.0,0.0,5.0,5.0,0.7,1.1199999999999999,0.0,0.0,1.0,1.0,0.1,0.18000000000000002,0.0,1.0,5.0,4.0,2.4,0.8399999999999999,2.0,9.105,29.78,20.675,13.33275862069,6.2448965517240005,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.0595704820689655,0.1071648435862069,0.0,12.0,225.0,213.0,93.3,97.55999999999999,12.0,-2.0,5.0,7.0,3.3166247903554,-282000.0,1,0.6985119805232709,0.1257779612658723,9.00461629218202,10.802023589876868,0.6860476510621506,4,6,0,-751.5136811364389,20154.112244716023,19124.851353550774,13231.676758728365,12611.322101696047,1537.3346293447146,1448.547554179627,1136.7678271428915,1102.9878331413315,109.00898226545326,61.6956855354576,73.94824475238431,70.96582053679356,70.04749906376718,70.27850920889946,65.12241157228284,68.43662232367356,66.40669622323689,66.47848081817136,67.09623123530528,67.2634570341866,3.321928094887362,66.43856189774725,1,0,0,PbTmMnNiO6
Comp_82,8.0,75.0,67.0,25.3,21.020000000000003,8.0,4.0,87.0,83.0,66.6,24.48,87.0,15.9994,186.207,170.20759999999999,58.860150999999995,52.80571139999999,15.9994,54.8,3459.0,3404.2,809.826,1005.5044000000001,54.8,1.0,16.0,15.0,11.3,5.64,16.0,2.0,6.0,4.0,3.3,1.56,2.0,66.0,220.0,154.0,109.6,52.32000000000001,66.0,0.82,3.44,2.62,2.627,0.9756,3.44,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,14.0,14.0,2.7,4.32,0.0,1.0,21.0,20.0,7.9,4.040000000000001,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,1.0,1.0,0.1,0.18000000000000002,0.0,1.0,6.0,5.0,2.5,1.2,2.0,9.105,90.7225,81.61749999999999,20.097749999999998,16.0614,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,91.8,95.75999999999999,12.0,-2.0,5.0,7.0,3.3665016461206925,-282000.0,1,0.8202341305415322,0.15694299956028035,8.323232105349476,11.742983851027804,0.8859724379255751,4,6,0,-761.8099465588177,16343.192405779886,15547.529588479898,13058.335071779382,12623.358201646579,2985.7526736081063,2808.1436211757327,1042.9728100737912,1000.3174041618553,110.67611348582882,59.93641456942113,73.9861597080776,65.23974654831234,70.7150579368564,70.45769826532837,70.58490973375804,69.22270484735337,66.31344749123312,67.04085785364863,67.61039837578053,67.5853020195351,3.321928094887362,66.43856189774725,1,0,1,RbTmCrReO6
Comp_83,8.0,75.0,67.0,25.2,21.08,8.0,4.0,87.0,83.0,66.3,24.84,87.0,15.9994,186.207,170.20759999999999,58.754691,52.8689874,15.9994,54.8,3459.0,3404.2,810.126,1005.9243999999999,54.8,1.0,16.0,15.0,11.2,5.76,16.0,2.0,6.0,4.0,3.3,1.56,2.0,66.0,220.0,154.0,111.0,54.0,66.0,0.82,3.44,2.62,2.624,0.9792,3.44,1.0,2.0,1.0,1.9,0.18000000000000008,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,5.0,5.0,0.8,1.28,0.0,0.0,14.0,14.0,2.7,4.32,0.0,1.0,21.0,20.0,7.8,4.08,6.0,0.0,1.0,1.0,0.1,0.18000000000000002,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,7.0,7.0,1.2,1.92,0.0,0.0,1.0,1.0,0.1,0.18000000000000002,0.0,1.0,7.0,6.0,2.6,1.36,2.0,9.105,90.7225,81.61749999999999,20.27975,15.988599999999996,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,91.8,95.75999999999999,12.0,-2.0,5.0,7.0,3.3665016461206925,-282000.0,1,0.8202341305415322,0.15754115462405688,8.254477723401562,11.819579992918845,0.8701794374245432,4,6,0,-756.3369895812762,16342.090796865854,13057.0108443531,12624.171281373216,15547.998952550422,2984.657021662443,2808.4533538929745,943.0004407440501,902.9584266598481,110.35864007102342,60.02876422887051,73.90896565672728,65.24116311215649,70.8203239260386,70.44002542155523,70.68869129705412,69.19309391527152,66.31070827619719,67.0301779015064,67.60065301516174,67.60851767772581,3.321928094887362,66.43856189774725,1,0,1,RbTmVReO6
Comp_84,8.0,76.0,68.0,22.7,17.639999999999997,8.0,4.0,87.0,83.0,65.3,26.04,87.0,15.9994,190.23,174.23059999999998,51.953324499999994,43.144709399999996,15.9994,54.8,3306.0,3251.2,751.426,923.7443999999999,54.8,1.0,16.0,15.0,11.7,5.16,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,220.0,154.0,107.6,49.92,66.0,0.82,3.44,2.62,2.676,0.9168,3.44,1.0,2.0,1.0,1.9,0.18000000000000008,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,7.0,7.0,1.4,2.04,0.0,0.0,14.0,14.0,1.4,2.5199999999999996,0.0,1.0,22.0,21.0,7.1,3.3599999999999994,6.0,0.0,1.0,1.0,0.1,0.18000000000000002,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,1.6,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,8.0,2.9,1.4599999999999997,2.0,9.105,90.7225,81.61749999999999,20.20525,16.5354,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5484712,1.5484712,0.15484712,0.278724816,0.0,12.0,229.0,217.0,88.3,91.55999999999999,12.0,-2.0,6.0,8.0,3.511884584284246,-282000.0,1,0.8202341305415322,0.14825659767728885,7.056563998920896,12.225571111547993,0.8484516436266728,4,6,0,-809.2636792874544,16642.090799725705,16055.78488389436,3455.830946758167,3190.7125050149325,2938.3189991952668,2806.9850067716184,1372.2299235728592,1328.7791818965852,109.99337074961211,60.29775095033332,75.11670012480276,65.3175772623251,66.30759007227032,70.78485158603037,70.31441362628865,70.3266944371971,68.74697166843407,67.04762084836237,67.61259593302756,67.64694072141886,3.321928094887362,66.43856189774725,1,0,1,RbYCoOsO6
Comp_85,8.0,76.0,68.0,22.4,17.28,8.0,4.0,87.0,83.0,64.4,27.119999999999997,87.0,15.9994,190.23,174.23059999999998,51.259615,42.312258,15.9994,54.8,3306.0,3251.2,792.626,981.4243999999999,54.8,1.0,16.0,15.0,11.4,5.5200000000000005,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,220.0,154.0,108.9,51.48,66.0,0.82,3.44,2.62,2.654,0.9431999999999998,3.44,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,6.0,6.0,1.2,1.72,0.0,0.0,14.0,14.0,1.4,2.5199999999999996,0.0,1.0,22.0,21.0,6.8,3.04,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,1.8,2.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,8.0,3.2,1.8800000000000003,2.0,9.105,90.7225,81.61749999999999,20.29975,16.4976,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,91.8,95.75999999999999,12.0,-2.0,5.0,7.0,3.3665016461206925,-282000.0,1,0.8202341305415322,0.15279548829170966,7.203932175708547,11.815573935217323,0.887947595569588,4,6,0,-760.4238648157332,16645.801159038176,16051.218616765727,3452.1988401153,3191.260927797971,2933.8345679250083,2806.641404705159,1039.7537088445872,1000.3686342013955,109.7600679091681,59.49578641589652,73.94642569866593,65.24256067842475,66.19368893023227,69.3454722181747,70.47433114674985,70.6189472774142,70.58402606932454,67.33380000787746,67.65991915373561,67.65690654826544,3.321928094887362,66.43856189774725,1,0,1,RbYCrOsO6
Comp_86,8.0,75.0,67.0,22.6,17.52,8.0,4.0,87.0,83.0,65.0,26.4,87.0,15.9994,186.207,170.20759999999999,51.5510245,42.6619494,15.9994,54.8,3459.0,3404.2,766.726,945.1644,54.8,1.0,16.0,15.0,11.6,5.279999999999999,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,220.0,154.0,108.3,50.760000000000005,66.0,0.82,3.44,2.62,2.646,0.9527999999999999,3.44,1.0,2.0,1.0,1.9,0.18000000000000008,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,7.0,7.0,1.3,1.8800000000000001,0.0,0.0,14.0,14.0,1.4,2.5199999999999996,0.0,1.0,21.0,20.0,7.0,3.2,6.0,0.0,1.0,1.0,0.1,0.18000000000000002,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,1.7,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,8.0,3.0,1.6,2.0,9.105,90.7225,81.61749999999999,20.26175,16.5128,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5484712,1.5484712,0.15484712,0.278724816,0.0,12.0,229.0,217.0,88.3,91.55999999999999,12.0,-2.0,6.0,8.0,3.511884584284246,-282000.0,1,0.8202341305415322,0.15339158226509433,7.080730595665911,12.089499656702186,0.8671267185217694,4,6,0,-800.4319220436118,16126.315099878699,15550.240960047862,3456.83228686946,2807.229843236597,2935.933292121509,3191.5494495083067,1372.5763909802502,1328.5845094979904,110.0327484477094,59.97661934005669,74.2935346649222,65.32659172095153,66.31416543365691,70.64928588237154,70.45511667827012,70.49923287925485,69.19479135655286,67.1703276123727,67.69851059478907,67.63643612101701,3.321928094887362,66.43856189774725,1,0,0,RbYCrReO6
Comp_87,8.0,74.0,66.0,22.2,17.04,8.0,4.0,87.0,83.0,63.8,27.839999999999996,87.0,15.9994,183.84,167.8406,50.620615,41.545457999999996,15.9994,54.8,3695.0,3640.2,831.5260000000001,1035.8844000000001,54.8,1.0,16.0,15.0,11.2,5.76,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,220.0,154.0,110.7,53.64000000000001,66.0,0.82,3.44,2.62,2.6700000000000004,0.9239999999999998,3.44,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,5.0,5.0,1.0,1.4,0.0,0.0,14.0,14.0,1.4,2.5199999999999996,0.0,1.0,20.0,19.0,6.6,2.6799999999999997,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,2.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,8.0,3.4,2.1599999999999997,2.0,9.105,90.7225,81.61749999999999,20.49575,16.4192,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,95.3,99.96,12.0,-2.0,5.0,7.0,3.3665016461206925,-282000.0,1,0.8202341305415322,0.15059715961638132,6.617498085134175,12.702309498456561,0.834646071988539,1,7,0,-756.4027074033013,15606.191926101748,15065.424805744886,3442.348741726427,3197.646295755329,2931.036970192249,2812.131549449735,1038.5073690149031,1001.2248326258876,109.23847359990944,60.85933282250973,74.8988671075166,70.39139174403572,70.92717980177012,70.83630115463406,65.16025286095334,68.97352910299695,66.48752269239539,66.99647444830678,67.86876196443211,67.6626171769392,4.321928094887363,86.43856189774725,0,1,1,RbYCrWO6
Comp_88,8.0,76.0,68.0,22.8,17.76,8.0,4.0,87.0,83.0,65.6,25.68,87.0,15.9994,190.23,174.23059999999998,51.929345,43.115933999999996,15.9994,54.8,3306.0,3251.2,747.426,918.1443999999999,54.8,1.0,16.0,15.0,11.8,5.04,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,220.0,154.0,107.4,49.68,66.0,0.82,3.44,2.62,2.679,0.9132,3.44,1.0,2.0,1.0,1.9,0.18000000000000008,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,8.0,8.0,1.5,2.2,0.0,0.0,14.0,14.0,1.4,2.5199999999999996,0.0,1.0,22.0,21.0,7.2,3.5200000000000005,6.0,0.0,1.0,1.0,0.1,0.18000000000000002,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,1.5,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,8.0,2.8,1.48,2.0,9.105,90.7225,81.61749999999999,20.21275,16.532400000000003,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.059539470000000004,0.107171046,0.0,12.0,229.0,217.0,91.4,95.28,12.0,-2.0,6.0,8.0,3.511884584284246,-282000.0,1,0.8202341305415322,0.1476574547509148,7.159375889011345,12.044444573416184,0.8612108130550024,4,6,0,-810.6193139276747,16644.18615064743,16054.418792024533,3459.780761274665,3190.444213213605,2938.616178283249,2806.6074678677605,1495.003707164124,1450.2503604573844,110.18677543874234,60.137613991302054,74.94455570375459,65.28410189203882,66.26107388596775,70.74346904778234,70.30983616485608,70.35377525292813,68.90100205860585,67.05950146908299,67.61361952912911,67.6217826585831,3.321928094887362,66.43856189774725,1,0,1,RbYNiOsO6
Comp_89,8.0,76.0,68.0,22.3,17.160000000000004,8.0,4.0,87.0,83.0,64.1,27.48,87.0,15.9994,190.23,174.23059999999998,51.154154999999996,42.22823699999999,15.9994,54.8,3306.0,3251.2,792.926,981.8444,54.8,1.0,16.0,15.0,11.3,5.64,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,220.0,154.0,110.3,53.15999999999999,66.0,0.82,3.44,2.62,2.6510000000000002,0.9468,3.44,1.0,2.0,1.0,1.9,0.18000000000000008,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,6.0,6.0,1.0,1.4,0.0,0.0,14.0,14.0,1.4,2.5199999999999996,0.0,1.0,22.0,21.0,6.7,3.06,6.0,0.0,1.0,1.0,0.1,0.18000000000000002,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,2.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,8.0,3.3,2.0199999999999996,2.0,9.105,90.7225,81.61749999999999,20.481749999999998,16.424799999999998,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,91.8,95.75999999999999,12.0,-2.0,5.0,7.0,3.3665016461206925,-282000.0,1,0.8202341305415322,0.1534291362178772,7.243466638842305,11.726908817514468,0.8845302769281864,1,7,0,-764.3974654729052,16646.789282491132,16049.94989130352,3451.1480441413732,3191.2478315841668,2932.862197299556,2806.6493202209044,940.6871771931874,902.9323584456274,109.41751420176618,59.479224100571805,73.75772606366564,70.36783129373063,70.73877344577954,70.68555284352729,65.2005856756133,69.28984255283271,66.17784034374729,67.68139749783532,67.5988818266332,67.32877398289216,3.321928094887362,66.43856189774725,0,1,1,RbYVOsO6
Comp_90,8.0,75.0,67.0,22.2,17.04,8.0,4.0,87.0,83.0,63.8,27.839999999999996,87.0,15.9994,186.207,170.20759999999999,50.751855,41.702946,15.9994,54.8,3459.0,3404.2,808.226,1003.2644,54.8,1.0,16.0,15.0,11.2,5.76,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,220.0,154.0,111.0,54.0,66.0,0.82,3.44,2.62,2.621,0.9827999999999999,3.44,1.0,2.0,1.0,1.9,0.18000000000000008,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,5.0,5.0,0.9,1.26,0.0,0.0,14.0,14.0,1.4,2.5199999999999996,0.0,1.0,21.0,20.0,6.6,2.88,6.0,0.0,1.0,1.0,0.1,0.18000000000000002,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,2.1,2.9400000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,8.0,3.4,2.1599999999999997,2.0,9.105,90.7225,81.61749999999999,20.538249999999998,16.4022,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,91.8,95.75999999999999,12.0,-2.0,5.0,7.0,3.3665016461206925,-282000.0,1,0.8202341305415322,0.15821633334186513,7.046516036800054,11.959873147211267,0.876525029726642,4,6,0,-754.8977455729726,16126.532954067728,15548.572045380959,3449.7498410989806,3191.838670872254,2932.723654996259,2807.2360723100396,940.3388519834335,903.0335021491721,109.35120337326131,59.66639776726471,73.85077563263742,65.25739098843518,66.23270282598543,70.39980088690902,70.76811224583355,70.73682985709209,69.31022970005475,67.2864681952633,67.66896483814658,67.69944540144049,3.321928094887362,66.43856189774725,1,0,1,RbYVReO6
