Index,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,minimum oxidation state,maximum oxidation state,range oxidation state,std_dev oxidation state,avg anion electron affinity,compound possible,max ionic char,avg ionic char,density,vpa,packing fraction,spacegroup_num,crystal_system_int,is_centrosymmetric,ewald_energy,sine coulomb matrix eig 0,sine coulomb matrix eig 1,sine coulomb matrix eig 2,sine coulomb matrix eig 3,sine coulomb matrix eig 4,sine coulomb matrix eig 5,sine coulomb matrix eig 6,sine coulomb matrix eig 7,sine coulomb matrix eig 8,sine coulomb matrix eig 9,sine coulomb matrix eig 10,sine coulomb matrix eig 11,sine coulomb matrix eig 12,sine coulomb matrix eig 13,sine coulomb matrix eig 14,sine coulomb matrix eig 15,sine coulomb matrix eig 16,sine coulomb matrix eig 17,sine coulomb matrix eig 18,sine coulomb matrix eig 19,structural complexity per atom,structural complexity per cell,crystal_system_monoclinic,crystal_system_triclinic,target_label,Compound name
Comp_91,8.0,74.0,66.0,22.1,16.919999999999998,8.0,4.0,87.0,83.0,63.5,28.2,87.0,15.9994,183.84,167.8406,50.515155,41.41890600000001,15.9994,54.8,3695.0,3640.2,831.826,1036.3044000000002,54.8,1.0,16.0,15.0,11.1,5.88,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,220.0,154.0,112.1,55.32000000000001,66.0,0.82,3.44,2.62,2.6670000000000003,0.9276,3.44,1.0,2.0,1.0,1.9,0.18000000000000008,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,4.0,4.0,0.8,1.12,0.0,0.0,14.0,14.0,1.4,2.5199999999999996,0.0,1.0,20.0,19.0,6.5,2.7,6.0,0.0,1.0,1.0,0.1,0.18000000000000002,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,2.2,3.0800000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,8.0,3.5,2.3,2.0,9.105,90.7225,81.61749999999999,20.67775,16.3464,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,95.3,99.96,12.0,-2.0,4.0,6.0,3.3166247903554,-282000.0,1,0.8202341305415322,0.1512481095102513,6.792376082549156,12.349491152052572,0.8488712641527627,4,6,0,-735.2039165088296,15613.998074935931,15058.376420982582,3446.872879947164,3191.890264853943,2934.7579033462052,2807.7029341102148,939.681860691684,903.1954076912828,109.23258085481325,60.26625236036974,74.76276407719189,65.30152898028689,66.34929766799344,67.0851882126363,68.75965494536226,67.63865945989738,67.68837836530356,70.76422143927417,70.54773268895002,70.54144453730284,3.321928094887362,66.43856189774725,1,0,1,RbYVWO6
Comp_92,8.0,40.0,32.0,18.7,12.839999999999998,8.0,4.0,87.0,83.0,62.8,29.04,87.0,15.9994,91.224,75.22460000000001,41.253555,30.304985999999996,15.9994,54.8,2183.0,2128.2,675.126,816.9244,54.8,1.0,16.0,15.0,10.9,6.12,16.0,2.0,5.0,3.0,3.1,1.3199999999999998,2.0,66.0,220.0,154.0,113.4,56.879999999999995,66.0,0.82,3.44,2.62,2.564,1.0512000000000001,3.44,1.0,2.0,1.0,1.9,0.18000000000000008,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,3.0,3.0,0.6,0.8399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,4.9,1.3399999999999999,6.0,0.0,1.0,1.0,0.1,0.18000000000000002,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,2.4,3.3599999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,8.0,3.7,2.5800000000000005,2.0,9.105,90.7225,81.61749999999999,21.392249999999997,16.42115,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,91.8,95.75999999999999,12.0,-2.0,5.0,7.0,3.3665016461206925,-282000.0,1,0.8202341305415322,0.16874648424680438,5.48062289300654,12.49915220422191,0.8810503007188977,4,6,0,-754.8661550806381,3867.606531956892,2808.488660870654,2901.3161803365174,3423.916075526963,3193.0268134172757,3227.94696817914,939.2518278809256,903.6153462300599,108.05304194950696,59.896511574196225,74.16647371333885,70.50805133169447,70.69892548141989,70.66623354737938,65.36995868517063,66.41238222567257,68.73256770566142,67.25966077908278,67.66207050194633,67.69247379318976,3.321928094887362,66.43856189774725,1,0,1,RbYVZrO6
Comp_93,8.0,62.0,54.0,21.9,16.68,8.0,9.0,87.0,78.0,66.7,24.36,87.0,15.9994,150.36,134.3606,49.7314845,40.478501400000006,15.9994,54.8,1728.0,1673.2,592.08,644.7360000000001,54.8,2.0,16.0,14.0,11.8,5.04,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,215.0,149.0,107.2,49.44,66.0,0.89,3.44,2.55,2.616,0.9888,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,8.0,8.0,1.3,2.08,0.0,0.0,6.0,6.0,0.6,1.0799999999999998,0.0,2.0,10.0,8.0,6.3,1.22,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,5.0,5.0,0.7,1.1199999999999999,0.0,0.0,8.0,8.0,0.8,1.4400000000000002,0.0,0.0,8.0,8.0,2.7,1.52,2.0,9.105,63.59,54.485,17.225758620689998,12.473696551723998,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.0595704820689655,0.1071648435862069,0.0,12.0,229.0,217.0,90.9,94.67999999999999,12.0,-2.0,5.0,7.0,3.3166247903554,-282000.0,1,0.8032113561415081,0.1591322773259398,7.2510673804707855,11.3888160899838,0.8374911229201227,4,6,0,-724.2202152097099,10379.456653409326,9754.576813199961,8003.298369273684,7627.4125876360395,1533.3311917435665,1449.3094152454814,1136.321395298837,1103.5860734243083,109.4553902913499,58.581154250062305,73.83619902361767,70.27693376982317,70.89537090509938,70.60088476286799,65.06622547238258,65.87038534114266,68.98316666311462,67.59426622805368,67.67404469387152,67.65263071692051,3.321928094887362,66.43856189774725,1,0,1,SmBaMnNiO6
Comp_94,8.0,62.0,54.0,18.3,12.360000000000003,8.0,7.0,87.0,80.0,66.5,24.6,87.0,15.9994,150.36,134.3606,40.0065845,28.808621400000003,15.9994,54.8,1728.0,1673.2,603.58,658.5360000000001,54.8,2.0,16.0,14.0,11.8,5.04,16.0,2.0,6.0,4.0,3.0,1.2,2.0,66.0,198.0,132.0,103.3,44.760000000000005,66.0,1.0,3.44,2.44,2.627,0.9756,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,8.0,8.0,1.3,2.08,0.0,0.0,6.0,6.0,0.6,1.0799999999999998,0.0,2.0,10.0,8.0,6.3,1.22,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,5.0,5.0,0.7,1.1199999999999999,0.0,0.0,8.0,8.0,0.8,1.4400000000000002,0.0,0.0,8.0,8.0,2.7,1.52,2.0,9.105,37.77,28.665000000000003,14.643758620689999,8.342496551724,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.0595704820689655,0.1071648435862069,0.0,12.0,225.0,213.0,90.5,94.2,12.0,-2.0,5.0,7.0,3.3166247903554,-282000.0,1,0.7742664595807831,0.15654979573826197,6.215710176225498,10.68783688428428,0.7314817883971533,4,6,0,-746.1204110581442,10311.403407046999,9746.413582614052,1560.833931033598,1448.40392869635,674.7902664238064,634.824755490115,1146.0466121547374,1102.8074738996363,106.23343435334917,60.57944552604907,73.90240187377614,70.60247359849134,70.07276773991555,70.23652445884521,65.0426872972361,68.68141645259625,66.14044410675774,67.39693621346977,67.2124834877569,66.91257559059358,3.321928094887362,66.43856189774725,1,0,0,SmCaMnNiO6
Comp_95,8.0,62.0,54.0,21.3,15.960000000000003,8.0,23.0,87.0,64.0,73.8,17.080000000000002,87.0,15.9994,150.36,134.3606,47.869784499999994,38.2444614,15.9994,54.8,1728.0,1673.2,542.588,592.8471999999999,54.8,3.0,16.0,13.0,13.0,3.8,16.0,2.0,6.0,4.0,3.1,1.3199999999999998,2.0,66.0,198.0,132.0,99.6,40.32,66.0,1.17,3.44,2.27,2.723,0.8603999999999999,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.6,1.6799999999999997,4.0,0.0,10.0,10.0,2.3,3.2199999999999998,0.0,0.0,6.0,6.0,0.6,1.0799999999999998,0.0,6.0,14.0,8.0,7.5,1.9,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.6,0.9599999999999997,2.0,0.0,5.0,5.0,0.7,1.1199999999999999,0.0,0.0,8.0,8.0,0.8,1.4400000000000002,0.0,2.0,8.0,6.0,3.1,1.5400000000000003,2.0,9.105,33.285,24.179999999999996,14.195258620689998,7.624896551723998,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.0595704820689655,0.1071648435862069,0.0,12.0,225.0,213.0,82.1,84.12,12.0,-2.0,4.0,6.0,3.214550253664318,-282000.0,1,0.7242401773760752,0.13458569283187546,7.349163899833364,10.81614838849566,0.6150119622678158,4,6,0,-679.8310264250606,10344.889492508713,9747.244086060518,6140.302957670825,5800.9082229860915,1531.2098604366984,1448.5845233149996,1135.2221013227659,1103.0293589337768,107.85928890613677,62.048340435741984,73.6899563463025,71.08458714080977,70.20822625289058,70.47252290614426,68.28052518826955,65.07477390582136,67.2080858011135,66.93983903600775,66.52841283730588,66.37702650665757,3.321928094887362,66.43856189774725,1,0,0,SmSnMnNiO6
Comp_96,8.0,58.0,50.0,19.7,14.039999999999997,8.0,8.0,87.0,79.0,65.8,25.44,87.0,15.9994,140.116,124.11660000000002,43.7363845,33.2843814,15.9994,54.8,1728.0,1673.2,569.6800000000001,617.856,54.8,2.0,16.0,14.0,11.8,5.04,16.0,2.0,6.0,4.0,3.1,1.3199999999999998,2.0,66.0,204.0,138.0,105.8,47.760000000000005,66.0,0.95,3.44,2.49,2.617,0.9875999999999999,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,8.0,8.0,1.4,2.04,0.0,0.0,1.0,1.0,0.1,0.18000000000000002,0.0,2.0,10.0,8.0,5.9,1.1599999999999997,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,1.6,2.24,0.0,0.0,13.0,13.0,1.3,2.3400000000000003,0.0,0.0,22.0,22.0,4.1,3.7599999999999993,2.0,9.105,54.23,45.125,16.690758620689998,11.617696551723999,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.0595704820689655,0.1071648435862069,0.0,12.0,225.0,213.0,93.3,97.55999999999999,12.0,-2.0,4.5,6.5,3.278719262151,-282000.0,1,0.7877573323062756,0.158864356332699,6.514672996108888,11.148061481745447,0.7827448537936096,4,6,0,-726.9839642890088,8804.928300578275,8301.722167389029,3213.433194264052,2992.8841431407573,1521.6288551102818,1449.0519208495973,1133.6913866041127,1103.3693999699544,108.64323938009744,60.169714104568314,74.3266982588745,65.249009856825,66.25407742892335,67.06220063287736,67.48755775319734,67.40778662541477,68.86268055630313,70.56255879738835,70.018887752349,70.0342761052369,3.321928094887362,66.43856189774725,1,0,0,SrCeMnNiO6
Comp_97,8.0,66.0,58.0,20.5,15.0,8.0,8.0,87.0,79.0,67.4,23.52,87.0,15.9994,162.5,146.5006,45.9747845,35.9704614,15.9994,54.8,1728.0,1673.2,631.08,691.5360000000001,54.8,2.0,16.0,14.0,11.8,5.04,16.0,2.0,6.0,4.0,3.1,1.3199999999999998,2.0,66.0,195.0,129.0,104.6,46.32,66.0,0.95,3.44,2.49,2.627,0.9756,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,8.0,8.0,1.3,2.08,0.0,0.0,10.0,10.0,1.0,1.8,0.0,2.0,12.0,10.0,6.7,1.7800000000000005,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,5.0,5.0,0.7,1.1199999999999999,0.0,0.0,4.0,4.0,0.4,0.7200000000000001,0.0,0.0,5.0,5.0,2.3,0.8799999999999999,2.0,9.105,54.23,45.125,16.09075862069,10.657696551723998,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.0595704820689655,0.1071648435862069,0.0,12.0,225.0,213.0,93.3,97.55999999999999,12.0,-2.0,5.0,7.0,3.3166247903554,-282000.0,1,0.7877573323062756,0.15658957779313712,7.025881814957693,10.865956438128022,0.765586782380274,4,6,0,-751.5881276620378,11976.0324409204,11332.767863675084,3217.5726606794788,2992.0485820286876,1523.2203448253586,1448.7269993258574,1133.7477415952826,1103.0935616270049,108.67226057722145,60.12100181554677,74.0841362293823,70.59513148222355,70.15182556860711,70.29016239946357,65.07485718185099,66.09924792085987,68.72573837260813,67.00799596011274,67.46223620718877,67.38672687455438,3.321928094887362,66.43856189774725,1,0,1,SrDyMnNiO6
Comp_98,8.0,64.0,56.0,20.3,14.760000000000002,8.0,8.0,87.0,79.0,67.0,24.0,87.0,15.9994,157.25,141.2506,45.4497845,35.3404614,15.9994,54.8,1728.0,1673.2,621.1800000000001,679.6560000000001,54.8,2.0,16.0,14.0,11.8,5.04,16.0,2.0,6.0,4.0,3.1,1.3199999999999998,2.0,66.0,196.0,130.0,105.0,46.8,66.0,0.95,3.44,2.49,2.625,0.978,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,8.0,8.0,1.4,2.04,0.0,0.0,7.0,7.0,0.7,1.26,0.0,2.0,10.0,8.0,6.5,1.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,1.6,2.24,0.0,0.0,7.0,7.0,0.7,1.26,0.0,0.0,16.0,16.0,3.5,2.8,2.0,9.105,54.23,45.125,16.17175862069,10.787296551724001,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.0595704820689655,0.1071648435862069,0.0,12.0,225.0,213.0,93.3,97.55999999999999,12.0,-2.0,5.0,7.0,3.3166247903554,-282000.0,1,0.7877573323062756,0.1570449205132853,6.907139132906841,10.926541550501447,0.7794602971709299,4,6,0,-750.2863281994735,11129.16529156329,10523.182163620897,3216.8981011388396,2992.214925167575,1522.9966736771148,1448.8141372278724,1133.7548518845038,1103.1667178846358,108.63807781992179,59.922865568894295,74.09308408007581,65.06545968863246,66.02294063389085,70.56428628895318,70.21267885428516,70.24821989212545,68.81330063162025,67.15832635904036,67.49320543407599,67.42941547172283,3.321928094887362,66.43856189774725,1,0,1,SrGdMnNiO6
Comp_99,8.0,72.0,64.0,21.1,15.719999999999999,8.0,8.0,87.0,79.0,68.8,21.84,87.0,15.9994,178.49,162.4906,47.5737845,37.8892614,15.9994,54.8,2506.0,2451.2,713.1800000000001,790.056,54.8,2.0,16.0,14.0,11.9,4.92,16.0,2.0,6.0,4.0,3.1,1.3199999999999998,2.0,66.0,195.0,129.0,102.9,44.28,66.0,0.95,3.44,2.49,2.6350000000000002,0.966,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,8.0,8.0,1.5,2.1,0.0,0.0,14.0,14.0,1.4,2.52,0.0,2.0,18.0,16.0,7.3,2.6799999999999997,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,8.0,8.0,1.5,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,2.7,1.52,2.0,9.105,54.23,45.125,15.18675862069,9.211296551723999,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.0595704820689655,0.1071648435862069,0.0,12.0,225.0,213.0,93.3,97.55999999999999,12.0,-2.0,4.0,6.0,3.265986323710904,-282000.0,1,0.7877573323062756,0.1547686135697651,7.447146587542126,10.60783842235772,0.71963350920471,4,6,0,-714.9570562097069,14743.093938121146,13970.570436597865,3219.728802663392,2990.805767950156,1523.2034863740173,1448.4708620745241,1133.710717546541,1102.6933514112106,109.37317820625819,61.02616433689506,74.20380317870405,65.15381657389142,65.84797123870938,66.24688471939501,67.13027315102447,67.6626109882349,68.53172684943742,70.83309349154177,69.83540042151569,70.15930561812381,3.321928094887362,66.43856189774725,1,0,0,SrHfMnNiO6
Comp_100,8.0,67.0,59.0,20.6,15.12,8.0,8.0,87.0,79.0,67.6,23.28,87.0,15.9994,164.93032,148.93092,46.2178165,36.2620998,15.9994,54.8,1747.0,1692.2,637.28,698.976,54.8,2.0,16.0,14.0,11.8,5.04,16.0,2.0,6.0,4.0,3.1,1.3199999999999998,2.0,66.0,195.0,129.0,104.6,46.32,66.0,0.95,3.44,2.49,2.628,0.9743999999999999,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,8.0,8.0,1.3,2.08,0.0,0.0,11.0,11.0,1.1,1.98,0.0,2.0,13.0,11.0,6.8,1.9199999999999995,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,5.0,5.0,0.7,1.1199999999999999,0.0,0.0,3.0,3.0,0.3,0.5399999999999999,0.0,0.0,5.0,5.0,2.2,0.7200000000000001,2.0,9.105,54.23,45.125,16.04009195402,10.576629885052,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.0595704820689655,0.1071648435862069,0.0,12.0,225.0,213.0,93.3,97.55999999999999,12.0,-2.0,5.0,7.0,3.3166247903554,-282000.0,1,0.7877573323062756,0.15636188676289456,7.083941395852513,10.833868546136392,0.7678543072148815,4,6,0,-752.2581526986144,12413.37087978986,11750.535752003596,3217.938451426197,2991.9088139249357,1523.2985548366385,1448.700828252323,1133.7414046931162,1103.0684314370246,108.73752505136802,60.18405419551314,74.12326212190409,70.605884197964,70.09442777713333,70.26854288609199,65.0884207512889,66.1258136910571,68.71064827870036,66.94348214497516,67.38172233447756,67.44396122128292,3.321928094887362,66.43856189774725,1,0,1,SrHoMnNiO6
Comp_101,8.0,62.0,54.0,20.1,14.52,8.0,8.0,87.0,79.0,66.6,24.48,87.0,15.9994,150.36,134.3606,44.7607845,34.513661400000004,15.9994,54.8,1728.0,1673.2,597.08,650.7360000000001,54.8,2.0,16.0,14.0,11.8,5.04,16.0,2.0,6.0,4.0,3.1,1.3199999999999998,2.0,66.0,198.0,132.0,105.2,47.04,66.0,0.95,3.44,2.49,2.622,0.9815999999999999,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,8.0,8.0,1.3,2.08,0.0,0.0,6.0,6.0,0.6,1.0799999999999998,0.0,2.0,10.0,8.0,6.3,1.22,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,5.0,5.0,0.7,1.1199999999999999,0.0,0.0,8.0,8.0,0.8,1.4400000000000002,0.0,0.0,8.0,8.0,2.7,1.52,2.0,9.105,54.23,45.125,16.28975862069,10.976096551724002,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.0595704820689655,0.1071648435862069,0.0,12.0,225.0,213.0,90.5,94.2,12.0,-2.0,5.0,7.0,3.3166247903554,-282000.0,1,0.7877573323062756,0.157727690517903,6.762280133377515,10.991415594726343,0.7939002651121454,4,6,0,-748.6247409120801,10318.020449576981,9748.859521339584,3215.9942751901817,2992.511796755182,1522.9283957323253,1448.8843280021083,1133.7760559854985,1103.2246347651253,108.57505702130551,59.583789255372345,73.9918941143068,65.02639120877414,65.91629804503174,70.52416377474293,70.3900056350946,70.29076540601076,68.88934818767142,67.53391386606238,67.48335185702815,67.35885440305118,3.321928094887362,66.43856189774725,1,0,1,SrSmMnNiO6
Comp_102,8.0,50.0,42.0,18.9,13.080000000000002,8.0,8.0,87.0,79.0,72.3,19.18,87.0,15.9994,118.71,102.7106,41.59578449999999,30.7156614,15.9994,54.8,1728.0,1673.2,513.088,551.5472,54.8,2.0,16.0,14.0,12.9,3.939999999999999,16.0,2.0,5.0,3.0,3.0,1.2,2.0,66.0,195.0,129.0,99.3,39.96,66.0,0.95,3.44,2.49,2.701,0.8867999999999998,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.6,1.6799999999999997,4.0,0.0,10.0,10.0,2.3,3.2199999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,12.0,6.9,2.06,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.6,0.9599999999999997,2.0,0.0,5.0,5.0,0.7,1.1199999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.3,0.8799999999999999,2.0,9.105,54.23,45.125,16.29525862069,10.984896551723997,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.0595704820689655,0.1071648435862069,0.0,12.0,225.0,213.0,88.0,91.2,12.0,-2.0,4.0,6.0,3.265986323710904,-282000.0,1,0.7877573323062756,0.14048767113040336,6.43436196685184,10.734774562569337,0.6847752495903577,4,6,0,-711.7580134497255,6203.06662097339,5800.646303614405,3207.671786113187,2990.9530754015386,1519.510588845503,1448.5988029709072,1132.7182078997387,1102.8671626597138,108.5186370106786,61.07451532640664,74.27030074152333,70.80733059862523,69.90040219138798,70.12849589284735,65.22167241388267,68.40969627364531,66.10484342200304,66.41953841149181,67.45864179956976,67.09673759992927,3.321928094887362,66.43856189774725,1,0,0,SrSnMnNiO6
Comp_103,8.0,69.0,61.0,20.8,15.360000000000003,8.0,8.0,87.0,79.0,68.0,22.8,87.0,15.9994,168.93421,152.93481,46.6182055,36.742566599999996,15.9994,54.8,1818.0,1763.2,644.38,707.496,54.8,2.0,16.0,14.0,11.8,5.04,16.0,2.0,6.0,4.0,3.1,1.3199999999999998,2.0,66.0,195.0,129.0,104.4,46.08,66.0,0.95,3.44,2.49,2.63,0.9719999999999999,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,8.0,8.0,1.3,2.08,0.0,0.0,13.0,13.0,1.3,2.3400000000000003,0.0,2.0,15.0,13.0,7.0,2.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,5.0,5.0,0.7,1.1199999999999999,0.0,0.0,1.0,1.0,0.1,0.18000000000000002,0.0,0.0,5.0,5.0,2.0,0.6,2.0,9.105,54.23,45.125,15.94475862069,10.424096551723999,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.0595704820689655,0.1071648435862069,0.0,12.0,225.0,213.0,93.3,97.55999999999999,12.0,-2.0,5.0,7.0,3.3166247903554,-282000.0,1,0.7877573323062756,0.15590651473685388,7.19414885450696,10.760321062725946,0.7731026405677917,4,6,0,-753.6086990167712,13315.6911804068,12612.854103045658,3218.5359282857767,2991.69856630609,1523.5119943196737,1448.6236749468555,1133.7157541116185,1102.9916024370073,108.81144300109885,60.34467734493447,74.11846513456793,70.63531322204643,70.04459724958667,70.29242156411127,65.09418094016615,66.18052975046766,68.64985385884738,66.78299254821762,67.35923419628908,67.40657422916297,3.321928094887362,66.43856189774725,1,0,1,SrTmMnNiO6
