Index,MagpieData minimum Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData range AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData mean Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData mean CovalentRadius,MagpieData mode CovalentRadius,MagpieData maximum Electronegativity,MagpieData mode Electronegativity,MagpieData maximum NsValence,MagpieData mean NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData mean NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData mean NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData mean GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,minimum oxidation state,std_dev oxidation state,avg anion electron affinity,compound possible,max ionic char,avg ionic char,density,vpa,packing fraction,spacegroup_num,sine coulomb matrix eig 3,sine coulomb matrix eig 5,sine coulomb matrix eig 7,sine coulomb matrix eig 8,sine coulomb matrix eig 9,sine coulomb matrix eig 10,sine coulomb matrix eig 11,sine coulomb matrix eig 12,sine coulomb matrix eig 13,sine coulomb matrix eig 14,sine coulomb matrix eig 15,sine coulomb matrix eig 16,sine coulomb matrix eig 17,sine coulomb matrix eig 18,sine coulomb matrix eig 19,structural complexity per atom,crystal_system_triclinic,target_label,Compound name
Comp_46,8.0,8.0,52.0,87.0,78.6,87.0,15.9994,184.5906,44.2720614,15.9994,54.8,491.504,54.8,16.0,9.0,13.9,16.0,2.0,6.0,3.1,2.0,66.0,139.0,93.0,66.0,3.44,3.44,2.0,2.0,2.0,0.0,4.0,4.0,2.6,4.0,0.0,0.0,0.0,1.4,0.0,6.0,20.0,9.3,4.42,6.0,0.0,0.0,0.0,0.9599999999999997,2.0,0.0,1.1199999999999999,0.0,0.0,0.0,0.0,0.0,5.0,2.3,2.0,9.105,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0595704820689655,0.0,12.0,82.1,84.12,12.0,-2.0,3.265986323710904,-282000.0,1,0.5905846039144353,0.1128421980816836,8.35513544685153,10.512161719245636,0.5149837497985542,4,5797.371523352186,1448.34669287857,1102.6952602378926,109.12279819961965,61.888089360782544,74.25251876790296,70.99129862328243,69.97417606181882,69.77989199967587,68.4284192643307,65.12488045957093,65.84616645946895,66.25256480466827,67.41230669993081,66.9665475590038,3.321928094887362,0,1,HgSnMnNiO6_L
Comp_47,8.0,8.0,29.0,87.0,73.5,87.0,15.9994,184.5906,49.49315829999999,15.9994,54.8,648.8528,54.8,16.0,13.0,12.8,16.0,2.0,6.0,3.2,2.0,66.0,194.0,98.5,66.0,3.44,3.44,2.0,2.0,2.0,0.0,4.0,4.0,2.4,4.0,0.0,0.0,0.0,2.3,0.0,6.0,20.0,9.0,4.0,6.0,0.0,0.0,0.0,0.9600000000000002,2.0,0.0,1.1199999999999999,0.0,0.0,0.9,0.0,0.0,5.0,2.4,2.0,9.105,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0595704820689655,0.0,12.0,87.4,90.47999999999999,12.0,-2.0,3.278719262151,-282000.0,1,0.7456133690005962,0.13569695645734667,8.819514113443086,10.715834201642727,0.5955221998730317,2,10922.814463737983,1448.4366115310695,1102.8864979672828,109.23506192251912,61.36632907525302,74.13135795011101,71.23589627241194,70.4093659958696,65.05850807529339,69.26390109677232,68.58001262206801,66.3473425430849,67.20407512237242,67.03391560645831,66.71609776664677,3.521928094887362,1,0,HgTbMnNiO6_C
Comp_48,8.0,8.0,29.0,87.0,73.5,87.0,15.9994,184.5906,49.49315829999999,15.9994,54.8,648.8528,54.8,16.0,13.0,12.8,16.0,2.0,6.0,3.2,2.0,66.0,194.0,98.5,66.0,3.44,3.44,2.0,2.0,2.0,0.0,4.0,4.0,2.4,4.0,0.0,0.0,0.0,2.3,0.0,6.0,20.0,9.0,4.0,6.0,0.0,0.0,0.0,0.9600000000000002,2.0,0.0,1.1199999999999999,0.0,0.0,0.9,0.0,0.0,5.0,2.4,2.0,9.105,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0595704820689655,0.0,12.0,87.4,90.47999999999999,12.0,-2.0,3.278719262151,-282000.0,1,0.7456133690005962,0.13569695645734667,8.804156909305048,10.734525969070233,0.5944852316370782,4,10920.365193678654,1448.4331686455364,1102.9272408405395,109.12506767015851,61.29423085718449,74.03143095002443,70.85168720264481,70.06859323614171,70.149183436178,65.09058210369797,68.45893310278582,66.2452180802204,66.68171754838012,67.22163652165467,67.24915784624429,3.321928094887362,0,1,HgTbMnNiO6_L
Comp_49,8.0,8.0,29.0,87.0,73.5,87.0,15.9994,184.5906,49.49315829999999,15.9994,54.8,648.8528,54.8,16.0,13.0,12.8,16.0,2.0,6.0,3.2,2.0,66.0,194.0,98.5,66.0,3.44,3.44,2.0,2.0,2.0,0.0,4.0,4.0,2.4,4.0,0.0,0.0,0.0,2.3,0.0,6.0,20.0,9.0,4.0,6.0,0.0,0.0,0.0,0.9600000000000002,2.0,0.0,1.1199999999999999,0.0,0.0,0.9,0.0,0.0,5.0,2.4,2.0,9.105,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0595704820689655,0.0,12.0,87.4,90.47999999999999,12.0,-2.0,3.278719262151,-282000.0,1,0.7456133690005962,0.13569695645734667,8.793908325744404,10.747036184358226,0.5937932140328074,1,11000.376191645983,1448.3017960183665,1102.7785256240184,109.15824670234672,61.3294403705455,74.00222685383153,65.18021694415579,70.79676748405204,70.03467615583737,70.04779800276239,68.53013271647477,66.4384735577719,66.6895787892093,67.22509417158841,67.14488487483499,3.321928094887362,1,2,HgTbMnNiO6_R
Comp_50,8.0,8.0,3.0,87.0,65.8,87.0,15.9994,167.8406,47.465218,15.9994,54.8,952.9601999999999,54.8,16.0,15.0,11.4,16.0,2.0,6.0,3.2,2.0,66.0,203.0,108.9,66.0,3.44,3.44,2.0,1.9,2.0,0.0,4.0,4.0,2.4,4.0,0.0,0.0,0.0,2.1,0.0,1.0,19.0,7.5,3.1,6.0,0.0,0.0,0.0,0.9600000000000002,2.0,0.0,2.6599999999999997,0.0,0.0,1.26,0.0,1.0,16.0,3.9,2.0,9.105,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21106628,0.0,12.0,95.3,99.96,12.0,-2.0,3.3665016461206925,-282000.0,1,0.8202341305415322,0.14744828946781346,7.185094254927346,12.29567866608886,0.7828764260715467,1,10528.646512392612,1213.2219727726172,561.4006797830502,108.74124835040935,60.700454172209874,75.26604453052475,70.82548940752876,70.22328274782845,70.1088356496677,65.35124144734164,66.36007956385868,68.58189017940873,67.08409581874892,67.55254875558263,67.62545747233736,3.321928094887362,1,1,KGdFeWO6_L
Comp_51,8.0,8.0,3.0,87.0,65.2,87.0,15.9994,174.23059999999998,39.2239843,15.9994,54.8,922.3002,54.8,16.0,15.0,11.7,16.0,2.0,6.0,3.1,2.0,66.0,203.0,105.9,66.0,3.44,3.44,2.0,1.9,2.0,0.0,4.0,4.0,2.4,4.0,0.0,0.0,0.0,1.4,0.0,1.0,21.0,7.1,3.3599999999999994,6.0,0.0,0.0,0.0,0.9600000000000002,2.0,0.0,2.24,0.0,0.0,0.0,0.0,1.0,9.0,2.9,2.0,9.105,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15484712,0.0,12.0,88.3,91.55999999999999,12.0,-2.0,3.511884584284246,-282000.0,1,0.8202341305415322,0.14825659767728885,6.663090815911547,11.791928178361042,0.7968900423998397,2,3187.2267366447386,1328.0220887033367,561.1632079405717,107.73262232918148,61.092363174762816,74.39843468744328,71.51341375535543,70.81532418345283,65.21317554050535,69.3634618273264,68.91592629389913,66.2967151839748,67.63172607431528,67.17143820065314,66.99773438742102,3.521928094887362,1,0,KYCoOsO6_C
Comp_52,8.0,8.0,3.0,87.0,65.2,87.0,15.9994,174.23059999999998,39.2239843,15.9994,54.8,922.3002,54.8,16.0,15.0,11.7,16.0,2.0,6.0,3.1,2.0,66.0,203.0,105.9,66.0,3.44,3.44,2.0,1.9,2.0,0.0,4.0,4.0,2.4,4.0,0.0,0.0,0.0,1.4,0.0,1.0,21.0,7.1,3.3599999999999994,6.0,0.0,0.0,0.0,0.9600000000000002,2.0,0.0,2.24,0.0,0.0,0.0,0.0,1.0,9.0,2.9,2.0,9.105,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15484712,0.0,12.0,88.3,91.55999999999999,12.0,-2.0,3.511884584284246,-282000.0,1,0.8202341305415322,0.14825659767728885,6.67712363550183,11.767145950296742,0.7985683347280168,7,3215.927917139037,1327.794051027606,568.7852762006227,107.47479233431665,60.86586293067904,74.42555584276259,70.95223588549959,70.65449584500617,70.59963707537409,65.15660320522974,66.1006313089791,68.44128216577099,67.08518139107291,67.58111794823894,67.40190811072996,3.321928094887362,0,2,KYCoOsO6_R
Comp_53,8.0,8.0,3.0,87.0,64.6,87.0,15.9994,167.8406,38.329384299999994,15.9994,54.8,976.7601999999999,54.8,16.0,15.0,11.5,16.0,2.0,6.0,3.1,2.0,66.0,203.0,107.7,66.0,3.44,3.44,2.0,1.9,2.0,0.0,4.0,4.0,2.4,4.0,0.0,0.0,0.0,1.4,0.0,1.0,19.0,6.9,3.04,6.0,0.0,0.0,0.0,0.9600000000000002,2.0,0.0,2.52,0.0,0.0,0.0,0.0,1.0,9.0,3.1,2.0,9.105,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15484712,0.0,12.0,91.8,95.75999999999999,12.0,-2.0,3.511884584284246,-282000.0,1,0.8202341305415322,0.14591536429066537,6.5128425145648485,11.901040706915879,0.7988538685128417,2,3188.3406595624447,1328.0703691011283,561.4278277507242,107.54624460205609,61.02309224573301,74.45203056538065,71.37785195222867,70.74621418958301,69.68961314972316,65.20773409071349,68.82048107219401,66.25804748330606,67.68304431425373,67.1932667344443,67.06529269957423,3.521928094887362,1,0,KYCoWO6_C
Comp_54,8.0,8.0,3.0,87.0,64.3,87.0,15.9994,174.23059999999998,38.25279099999999,15.9994,54.8,979.9802,54.8,16.0,15.0,11.4,16.0,2.0,6.0,3.1,2.0,66.0,203.0,107.2,66.0,3.44,3.44,2.0,1.8,2.0,0.0,4.0,4.0,2.4,4.0,0.0,0.0,0.0,1.4,0.0,1.0,21.0,6.8,3.04,6.0,0.0,0.0,0.0,0.9600000000000002,2.0,0.0,2.52,0.0,0.0,0.0,0.0,1.0,9.0,3.2,2.0,9.105,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,91.8,95.75999999999999,12.0,-2.0,3.3665016461206925,-282000.0,1,0.8202341305415322,0.15279548829170966,6.729930226192953,11.503649223611552,0.8271874883564834,7,3216.6352048613967,1000.0119906023407,568.7284669456753,106.93012516950951,60.64441821146137,73.9595971478383,70.93259480822312,70.60893602873358,70.51673411255594,65.12141679606862,66.0550993056055,68.7506318746163,67.58638949081801,67.3921747431709,67.19739608898381,3.321928094887362,0,2,KYCrOsO6_R
Comp_55,8.0,8.0,3.0,87.0,63.7,87.0,15.9994,167.8406,37.358191,15.9994,54.8,1034.4402000000002,54.8,16.0,15.0,11.2,16.0,2.0,6.0,3.1,2.0,66.0,203.0,109.0,66.0,3.44,3.44,2.0,1.8,2.0,0.0,4.0,4.0,2.4,4.0,0.0,0.0,0.0,1.4,0.0,1.0,19.0,6.6,2.6799999999999997,6.0,0.0,0.0,0.0,0.9600000000000002,2.0,0.0,2.8,0.0,0.0,0.0,0.0,1.0,9.0,3.4,2.0,9.105,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,95.3,99.96,12.0,-2.0,3.3665016461206925,-282000.0,1,0.8202341305415322,0.15059715961638132,6.534276060061829,11.685712610866423,0.8237406900868584,2,3188.025150936152,600.322268331376,1000.1395890980398,107.24782193068377,60.592467333256984,74.11810696845221,71.33722767211904,70.69783946602514,65.16018175154878,69.62298791860404,69.17894979497622,66.13122437627766,67.71941365328291,67.20346349783483,67.2156378490684,3.521928094887362,1,0,KYCrWO6_C
Comp_56,8.0,8.0,3.0,87.0,63.7,87.0,15.9994,167.8406,37.358191,15.9994,54.8,1034.4402000000002,54.8,16.0,15.0,11.2,16.0,2.0,6.0,3.1,2.0,66.0,203.0,109.0,66.0,3.44,3.44,2.0,1.8,2.0,0.0,4.0,4.0,2.4,4.0,0.0,0.0,0.0,1.4,0.0,1.0,19.0,6.6,2.6799999999999997,6.0,0.0,0.0,0.0,0.9600000000000002,2.0,0.0,2.8,0.0,0.0,0.0,0.0,1.0,9.0,3.4,2.0,9.105,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,95.3,99.96,12.0,-2.0,3.3665016461206925,-282000.0,1,0.8202341305415322,0.15059715961638132,6.2698290001462,12.17858926553923,0.7904032856637768,7,3216.8336808860204,1000.0132671043335,568.9936560176666,106.93946723006529,61.18125747821567,74.39587119805026,71.11233307667243,70.74152612558348,70.85703374668199,65.14440524445551,66.2287004382657,68.26911275445813,67.06342957358785,67.48396146592735,67.39093824535475,3.321928094887362,0,2,KYCrWO6_R
Comp_57,8.0,8.0,3.0,87.0,64.9,87.0,15.9994,174.23059999999998,38.791637,15.9994,54.8,928.3202000000001,54.8,16.0,15.0,11.6,16.0,2.0,6.0,3.1,2.0,66.0,203.0,106.5,66.0,3.44,3.44,2.0,1.9,2.0,0.0,4.0,4.0,2.4,4.0,0.0,0.0,0.0,1.4,0.0,1.0,21.0,7.0,3.2,6.0,0.0,0.0,0.0,0.9600000000000002,2.0,0.0,2.38,0.0,0.0,0.0,0.0,1.0,9.0,3.0,2.0,9.105,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21106628,0.0,12.0,91.8,95.75999999999999,12.0,-2.0,3.3665016461206925,-282000.0,1,0.8202341305415322,0.14926745251888265,6.68643086497427,11.67407292158528,0.8151118099167287,2,3187.563357745599,1212.7228778853832,561.2338575729158,107.5144178879184,60.88526788386268,74.07201115882073,71.506440125763,70.80568616183331,69.45257443816014,69.19086960240455,65.13624926598882,66.16712170120039,67.64960738486002,67.09802172400154,67.16382905199673,3.521928094887362,1,0,KYFeOsO6_C
Comp_58,8.0,8.0,3.0,87.0,64.9,87.0,15.9994,174.23059999999998,38.791637,15.9994,54.8,928.3202000000001,54.8,16.0,15.0,11.6,16.0,2.0,6.0,3.1,2.0,66.0,203.0,106.5,66.0,3.44,3.44,2.0,1.9,2.0,0.0,4.0,4.0,2.4,4.0,0.0,0.0,0.0,1.4,0.0,1.0,21.0,7.0,3.2,6.0,0.0,0.0,0.0,0.9600000000000002,2.0,0.0,2.38,0.0,0.0,0.0,0.0,1.0,9.0,3.0,2.0,9.105,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21106628,0.0,12.0,91.8,95.75999999999999,12.0,-2.0,3.3665016461206925,-282000.0,1,0.8202341305415322,0.14926745251888265,6.708831517468314,11.635093428654853,0.8178425696847513,7,3216.1350892862833,1212.5246052356224,568.7898730702979,107.25742248161416,60.72136017108867,74.05089806781008,70.99681902373239,70.64454617555427,70.59442438923715,65.14565502312702,66.05619767302828,68.68218686744413,67.59633431537421,67.40544758347487,67.17342796693262,3.321928094887362,0,2,KYFeOsO6_R
Comp_59,8.0,8.0,3.0,87.0,64.6,87.0,15.9994,174.23059999999998,38.664663299999994,15.9994,54.8,887.4402,54.8,16.0,15.0,11.5,16.0,2.0,6.0,3.1,2.0,66.0,203.0,107.2,66.0,3.44,3.44,2.0,1.9,2.0,0.0,4.0,4.0,2.4,4.0,0.0,0.0,0.0,1.4,0.0,1.0,21.0,6.9,3.04,6.0,0.0,0.0,0.0,0.9600000000000002,2.0,0.0,2.52,0.0,0.0,0.0,0.0,1.0,9.0,3.1,2.0,9.105,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.10120689655e-05,0.0,12.0,90.6,94.32000000000001,12.0,-2.0,3.511884584284246,-282000.0,1,0.8202341305415322,0.1551296939781074,6.4294634622790445,12.117228527544604,0.7853012499172098,7,3216.824683162465,1103.3347258781082,568.9895093431105,107.06046148079808,61.16828211990085,74.58719963519951,71.11436640573982,70.74046751359946,70.60167236576326,65.17491133144621,66.17377893915774,68.25861039448688,67.06491013899443,67.58946974022912,67.40327257035506,3.321928094887362,0,2,KYMnOsO6_R
Comp_60,8.0,8.0,3.0,87.0,65.5,87.0,15.9994,174.23059999999998,39.190413,15.9994,54.8,916.7002,54.8,16.0,15.0,11.8,16.0,2.0,6.0,3.1,2.0,66.0,203.0,105.7,66.0,3.44,3.44,2.0,1.9,2.0,0.0,4.0,4.0,2.4,4.0,0.0,0.0,0.0,1.4,0.0,1.0,21.0,7.2,3.5200000000000005,6.0,0.0,0.0,0.0,0.9600000000000002,2.0,0.0,2.1,0.0,0.0,0.0,0.0,1.0,9.0,2.8,2.0,9.105,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059539470000000004,0.0,12.0,91.4,95.28,12.0,-2.0,3.511884584284246,-282000.0,1,0.8202341305415322,0.1476574547509148,6.764305705785407,11.609597919770575,0.809405305073278,2,3186.8825155436,1449.4685940175993,561.0844113269035,107.91477754558213,60.87671487589393,74.31378175903001,71.47617791713745,70.80392670082519,65.16561550709251,69.38973678368133,69.02618376557822,66.2175228027673,67.59289613656414,67.15687960522827,67.03364241083698,3.521928094887362,1,0,KYNiOsO6_C
Comp_61,8.0,8.0,3.0,87.0,65.5,87.0,15.9994,174.23059999999998,39.190413,15.9994,54.8,916.7002,54.8,16.0,15.0,11.8,16.0,2.0,6.0,3.1,2.0,66.0,203.0,105.7,66.0,3.44,3.44,2.0,1.9,2.0,0.0,4.0,4.0,2.4,4.0,0.0,0.0,0.0,1.4,0.0,1.0,21.0,7.2,3.5200000000000005,6.0,0.0,0.0,0.0,0.9600000000000002,2.0,0.0,2.1,0.0,0.0,0.0,0.0,1.0,9.0,2.8,2.0,9.105,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059539470000000004,0.0,12.0,91.4,95.28,12.0,-2.0,3.511884584284246,-282000.0,1,0.8202341305415322,0.1476574547509148,6.777702112220811,11.58665107293226,0.8110082962610445,7,3215.6728981657297,1449.218719394923,568.7202753091005,107.65877655479831,60.6993840109933,74.31497653657232,70.97456888133172,70.61890014398095,70.60450971778724,65.12288475983054,66.04449262616149,68.49828663953619,67.1175037247725,67.56691085849947,67.40039031398253,3.321928094887362,0,2,KYNiOsO6_R
Comp_62,8.0,8.0,3.0,87.0,64.0,87.0,15.9994,174.23059999999998,38.105147,15.9994,54.8,980.4002,54.8,16.0,15.0,11.3,16.0,2.0,6.0,3.1,2.0,66.0,203.0,108.6,66.0,3.44,3.44,2.0,1.9,2.0,0.0,4.0,4.0,2.4,4.0,0.0,0.0,0.0,1.4,0.0,1.0,21.0,6.7,3.06,6.0,0.0,0.0,0.0,0.9600000000000002,2.0,0.0,2.8,0.0,0.0,0.0,0.0,1.0,9.0,3.3,2.0,9.105,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,91.8,95.75999999999999,12.0,-2.0,3.3665016461206925,-282000.0,1,0.8202341305415322,0.1534291362178772,6.698758505608624,11.531037595528723,0.8149197388510577,2,3187.412195879846,598.2125746466672,902.8925724569319,107.22739802819383,60.63458169548563,74.08447797032777,71.16366644453129,70.84943891760643,65.10851957803884,66.04154659051659,69.58998388188198,69.36772219757205,67.1041297279587,67.23410173681116,67.708707179631,3.521928094887362,1,0,KYVOsO6_C
Comp_63,8.0,8.0,3.0,87.0,64.0,87.0,15.9994,174.23059999999998,38.105147,15.9994,54.8,980.4002,54.8,16.0,15.0,11.3,16.0,2.0,6.0,3.1,2.0,66.0,203.0,108.6,66.0,3.44,3.44,2.0,1.9,2.0,0.0,4.0,4.0,2.4,4.0,0.0,0.0,0.0,1.4,0.0,1.0,21.0,6.7,3.06,6.0,0.0,0.0,0.0,0.9600000000000002,2.0,0.0,2.8,0.0,0.0,0.0,0.0,1.0,9.0,3.3,2.0,9.105,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,91.8,95.75999999999999,12.0,-2.0,3.3665016461206925,-282000.0,1,0.8202341305415322,0.1534291362178772,6.739644933078652,11.461083920374445,0.8198936689858031,7,3216.6627412769694,902.6815716146511,568.6848075656014,106.79935508468974,60.50053794746276,73.84107256749373,70.94566035591366,70.60407817321787,70.51133565386127,65.12511085166624,66.05591571780764,68.75356139073607,67.58934851343679,67.44411542189283,67.18453594877758,3.321928094887362,0,2,KYVOsO6_R
Comp_64,8.0,8.0,3.0,87.0,63.7,87.0,15.9994,170.20759999999999,37.541927,15.9994,54.8,1001.8202000000001,54.8,16.0,15.0,11.2,16.0,2.0,6.0,3.1,2.0,66.0,203.0,109.3,66.0,3.44,3.44,2.0,1.9,2.0,0.0,4.0,4.0,2.4,4.0,0.0,0.0,0.0,1.4,0.0,1.0,20.0,6.6,2.88,6.0,0.0,0.0,0.0,0.9600000000000002,2.0,0.0,2.9400000000000004,0.0,0.0,0.0,0.0,1.0,9.0,3.4,2.0,9.105,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,91.8,95.75999999999999,12.0,-2.0,3.3665016461206925,-282000.0,1,0.8202341305415322,0.15821633334186513,6.54783002429284,11.69480591599776,0.8129414439484893,2,3187.7232138416434,598.2918428481288,902.8947640469285,107.22830732081056,60.69436326677622,74.15148441441927,71.17671707602857,70.78193639525769,69.63585831217893,69.33242155102538,65.18839253192003,66.14403075138613,67.71004842783088,67.16003198876804,67.2263152326777,3.521928094887362,1,0,KYVReO6_C
Comp_65,8.0,8.0,3.0,87.0,63.7,87.0,15.9994,170.20759999999999,37.541927,15.9994,54.8,1001.8202000000001,54.8,16.0,15.0,11.2,16.0,2.0,6.0,3.1,2.0,66.0,203.0,109.3,66.0,3.44,3.44,2.0,1.9,2.0,0.0,4.0,4.0,2.4,4.0,0.0,0.0,0.0,1.4,0.0,1.0,20.0,6.6,2.88,6.0,0.0,0.0,0.0,0.9600000000000002,2.0,0.0,2.9400000000000004,0.0,0.0,0.0,0.0,1.0,9.0,3.4,2.0,9.105,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,91.8,95.75999999999999,12.0,-2.0,3.3665016461206925,-282000.0,1,0.8202341305415322,0.15821633334186513,6.582531002398331,11.633154675176996,0.8172497206054646,7,3216.8149695837897,902.6809326519941,568.7440443434449,106.84632898277599,60.55680037475761,73.9498246532276,70.98387285223191,70.59892104264085,70.49640431880536,65.17608805383821,66.0680215805517,68.73402526569187,67.21601934013343,67.60231841351165,67.48427776042922,3.321928094887362,0,2,KYVReO6_R
Comp_66,8.0,8.0,13.0,87.0,67.5,87.0,15.9994,141.2506,41.494717800000004,15.9994,54.8,696.816,54.8,16.0,13.0,11.9,16.0,2.0,6.0,3.2,2.0,66.0,207.0,106.2,66.0,3.44,3.44,2.0,2.0,2.0,0.0,4.0,4.0,2.4,4.0,0.0,0.0,0.0,0.7,0.0,3.0,7.0,6.6,1.44,6.0,0.0,0.0,0.0,0.9600000000000002,2.0,0.0,3.1,0.0,0.0,1.26,0.0,2.0,16.0,4.4,2.0,9.105,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0595704820689655,0.0,12.0,90.2,93.84,12.0,-2.0,3.214550253664318,-282000.0,1,0.7456133690005962,0.15347412728536589,7.549475983229358,11.124917221508802,0.7435299132971858,2,7958.37747158423,1448.782679479154,1103.1892130044723,108.59798840104533,60.87658586237937,73.95898895935657,70.99981535598255,70.20839415175476,70.03632865854298,65.14682536707826,68.65287458867525,66.28625460029559,67.47126153768045,67.23137818351748,66.92628128431373,3.521928094887362,1,0,LaGdMnNiO6_C
Comp_67,8.0,8.0,13.0,87.0,67.5,87.0,15.9994,141.2506,41.494717800000004,15.9994,54.8,696.816,54.8,16.0,13.0,11.9,16.0,2.0,6.0,3.2,2.0,66.0,207.0,106.2,66.0,3.44,3.44,2.0,2.0,2.0,0.0,4.0,4.0,2.4,4.0,0.0,0.0,0.0,0.7,0.0,3.0,7.0,6.6,1.44,6.0,0.0,0.0,0.0,0.9600000000000002,2.0,0.0,3.1,0.0,0.0,1.26,0.0,2.0,16.0,4.4,2.0,9.105,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0595704820689655,0.0,12.0,90.2,93.84,12.0,-2.0,3.214550253664318,-282000.0,1,0.7456133690005962,0.15347412728536589,7.549475983229358,11.124917221508802,0.7435299132971858,2,7958.37747158423,1448.782679479154,1103.1892130044723,108.59798840104533,60.87658586237937,73.95898895935657,70.99981535598255,70.20839415175476,70.03632865854298,65.14682536707826,68.65287458867525,66.28625460029559,67.47126153768045,67.23137818351748,66.92628128431373,3.521928094887362,1,0,LaGdMnNiO6_C
Comp_68,8.0,8.0,13.0,87.0,67.5,87.0,15.9994,141.2506,41.494717800000004,15.9994,54.8,696.816,54.8,16.0,13.0,11.9,16.0,2.0,6.0,3.2,2.0,66.0,207.0,106.2,66.0,3.44,3.44,2.0,2.0,2.0,0.0,4.0,4.0,2.4,4.0,0.0,0.0,0.0,0.7,0.0,3.0,7.0,6.6,1.44,6.0,0.0,0.0,0.0,0.9600000000000002,2.0,0.0,3.1,0.0,0.0,1.26,0.0,2.0,16.0,4.4,2.0,9.105,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0595704820689655,0.0,12.0,90.2,93.84,12.0,-2.0,3.214550253664318,-282000.0,1,0.7456133690005962,0.15347412728536589,7.55581885080337,11.115578210330632,0.7441546072213517,7,10601.896970545204,1136.0708140606737,1103.2736454058909,108.57795053682368,60.90016840668197,73.96644184132165,70.80506515270638,70.273063183656,70.29336704566167,65.13232710939607,68.60698929431898,66.24209036086638,67.4520791125658,67.29556861417572,66.95455626538731,3.321928094887362,0,2,LaGdMnNiO6_R
